Version	ID	Parent	AbInit	AED	Coverage	Integrity	Unique
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.165-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.165	snap	0.17	0.99	0.57	no
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.19-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.19	snap	0.10	1	0.65	no
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.194-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.194	snap	0.41	0.78	0.48	no
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.260-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.260	snap	0.56	0.51	0.15	yes
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.261-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.261	snap	0.00	1	0.93	no
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.268-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.268	snap	0.73	0.45	0.2	no
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.269-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.269	snap	0.02	1	0.94	no
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.34-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.34	snap	0.58	0.58	0.17	yes
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.35-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.35	snap	0.74	0.33	0.1	yes
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.39-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.39	snap	0.38	1	0.9	no
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.5-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.5	snap	0.46	1	0.8	no
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.50-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.50	snap	0.21	0.43	0.13	no
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.51-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.51	snap	0.69	0.94	0.28	no
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.6-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.6	snap	0.11	1	0.91	no
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.62-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.62	snap	0.48	0.71	0.26	yes
p12a	snap_masked-PdomSCFr1.1-0053-processed-gene-0.89-mRNA-1	snap_masked-PdomSCFr1.1-0053-processed-gene-0.89	snap	0.20	1	1	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.203-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.203	snap	0.80	0.4	0.24	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.220-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.220	snap	0.76	0.21	0.06	yes
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.258-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.258	snap	0.17	0.92	0.51	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.266-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.266	snap	0.00	1	0.97	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.351-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.351	snap	0.00	1	0.95	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.368-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.368	snap	0.27	1	0.73	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.379-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.379	snap	0.82	0.39	0.12	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.387-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.387	snap	0.30	0.4	0.12	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.390-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.390	snap	0.07	1	0.54	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.421-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.421	snap	0.71	1	0.35	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.424-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.424	snap	0.13	0.87	0.43	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.428-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.428	snap	0.22	0.77	0.23	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.432-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.432	snap	0.76	1	0.54	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.434-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.434	snap	0.54	0.75	0.28	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.435-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.435	snap	0.34	0.93	0.73	no
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.436-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.436	snap	0.78	0.38	0.11	yes
p12a	snap_masked-PdomSCFr1.1-0054-processed-gene-0.438-mRNA-1	snap_masked-PdomSCFr1.1-0054-processed-gene-0.438	snap	0.22	0.92	0.57	no
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.107-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.107	snap	0.28	0.98	0.34	yes
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.109-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.109	snap	0.44	0.99	0.33	no
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.170-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.170	snap	0.69	0.3	0.09	yes
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.185-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.185	snap	0.26	0.96	0.72	no
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.215-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.215	snap	0.47	1	0.3	no
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.27-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.27	snap	0.64	0	0	no
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.28-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.28	snap	0.22	0.81	0.54	no
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.30-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.30	snap	0.57	0	0	yes
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.37-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.37	snap	0.58	0	0	yes
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.39-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.39	snap	0.15	0.8	0.35	no
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.88-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.88	snap	0.44	1	0.35	no
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.89-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.89	snap	0.24	0.74	0.56	no
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.9-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.9	snap	0.64	0.5	0.24	no
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.90-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.90	snap	0.45	1	0.35	no
p12a	snap_masked-PdomSCFr1.1-0055-processed-gene-0.91-mRNA-1	snap_masked-PdomSCFr1.1-0055-processed-gene-0.91	snap	0.39	0.97	0.29	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.131-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.131	snap	0.09	1	0.85	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.134-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.134	snap	0.59	0.83	0.25	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.150-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.150	snap	0.96	0.85	0.25	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.162-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.162	snap	0.84	0.24	0.07	yes
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.175-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.175	snap	0.09	1	0.9	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.177-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.177	snap	0.01	1	0.9	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.262-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.262	snap	0.91	0.67	0.2	yes
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.263-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.263	snap	0.66	0.54	0.16	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.265-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.265	snap	0.38	0.99	0.54	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.269-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.269	snap	0.95	1	0.3	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.318-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.318	snap	0.35	0.95	0.55	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.320-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.320	snap	0.97	0.79	0.24	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.355-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.355	snap	0.49	1	0.5	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.357-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.357	snap	0.86	0.89	0.27	no
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.360-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.360	snap	0.04	0.37	0.42	yes
p12a	snap_masked-PdomSCFr1.1-0056-processed-gene-0.365-mRNA-1	snap_masked-PdomSCFr1.1-0056-processed-gene-0.365	snap	0.85	0.18	0.05	yes
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.361-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.361	snap	0.87	1	0.3	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.374-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.374	snap	0.72	0.23	0.07	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.424-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.424	snap	0.32	0.73	0.22	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.430-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.430	snap	0.43	0.95	0.58	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.442-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.442	snap	0.04	0.22	0.25	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.452-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.452	snap	0.11	0.88	0.26	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.456-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.456	snap	0.04	1	0.95	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.457-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.457	snap	0.81	0.24	0.07	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.488-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.488	snap	0.00	1	0.97	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.525-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.525	snap	0.73	0.26	0.08	yes
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.549-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.549	snap	0.14	0	0	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.560-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.560	snap	0.78	0.93	0.28	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.561-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.561	snap	0.31	1	0.3	yes
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.569-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.569	snap	0.74	1	0.3	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.591-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.591	snap	0.90	0.13	0.04	no
p12a	snap_masked-PdomSCFr1.1-0057-processed-gene-0.603-mRNA-1	snap_masked-PdomSCFr1.1-0057-processed-gene-0.603	snap	0.90	0.45	0.13	no
p12a	snap_masked-PdomSCFr1.1-0058-processed-gene-0.13-mRNA-1	snap_masked-PdomSCFr1.1-0058-processed-gene-0.13	snap	0.44	0	0	no
p12a	snap_masked-PdomSCFr1.1-0058-processed-gene-0.187-mRNA-1	snap_masked-PdomSCFr1.1-0058-processed-gene-0.187	snap	0.35	0.06	0.02	no
p12a	snap_masked-PdomSCFr1.1-0058-processed-gene-0.191-mRNA-1	snap_masked-PdomSCFr1.1-0058-processed-gene-0.191	snap	0.52	0	0	no
p12a	snap_masked-PdomSCFr1.1-0058-processed-gene-0.192-mRNA-1	snap_masked-PdomSCFr1.1-0058-processed-gene-0.192	snap	0.75	0.25	0.07	no
p12a	snap_masked-PdomSCFr1.1-0058-processed-gene-0.198-mRNA-1	snap_masked-PdomSCFr1.1-0058-processed-gene-0.198	snap	0.10	0.27	0.29	no
p12a	snap_masked-PdomSCFr1.1-0058-processed-gene-0.21-mRNA-1	snap_masked-PdomSCFr1.1-0058-processed-gene-0.21	snap	0.00	1	0.92	no
p12a	snap_masked-PdomSCFr1.1-0058-processed-gene-0.22-mRNA-1	snap_masked-PdomSCFr1.1-0058-processed-gene-0.22	snap	0.36	1	0.3	no
p12a	snap_masked-PdomSCFr1.1-0058-processed-gene-0.6-mRNA-1	snap_masked-PdomSCFr1.1-0058-processed-gene-0.6	snap	0.10	0.99	0.84	no
p12a	snap_masked-PdomSCFr1.1-0058-processed-gene-0.80-mRNA-1	snap_masked-PdomSCFr1.1-0058-processed-gene-0.80	snap	0.70	0.34	0.1	yes
p12a	snap_masked-PdomSCFr1.1-0058-processed-gene-0.87-mRNA-1	snap_masked-PdomSCFr1.1-0058-processed-gene-0.87	snap	0.71	0.47	0.14	yes
p12a	snap_masked-PdomSCFr1.1-0059-processed-gene-0.108-mRNA-1	snap_masked-PdomSCFr1.1-0059-processed-gene-0.108	snap	0.79	0.99	0.3	no
p12a	snap_masked-PdomSCFr1.1-0059-processed-gene-0.191-mRNA-1	snap_masked-PdomSCFr1.1-0059-processed-gene-0.191	snap	0.77	0.96	0.29	no
p12a	snap_masked-PdomSCFr1.1-0059-processed-gene-0.234-mRNA-1	snap_masked-PdomSCFr1.1-0059-processed-gene-0.234	snap	0.32	0.98	0.33	yes
p12a	snap_masked-PdomSCFr1.1-0059-processed-gene-0.251-mRNA-1	snap_masked-PdomSCFr1.1-0059-processed-gene-0.251	snap	0.32	0	0	yes
p12a	snap_masked-PdomSCFr1.1-0059-processed-gene-0.274-mRNA-1	snap_masked-PdomSCFr1.1-0059-processed-gene-0.274	snap	0.93	0	0	yes
p12a	snap_masked-PdomSCFr1.1-0059-processed-gene-0.298-mRNA-1	snap_masked-PdomSCFr1.1-0059-processed-gene-0.298	snap	0.57	0.39	0.24	no
p12a	snap_masked-PdomSCFr1.1-0059-processed-gene-0.56-mRNA-1	snap_masked-PdomSCFr1.1-0059-processed-gene-0.56	snap	0.04	0.92	0.73	no
p12a	snap_masked-PdomSCFr1.1-0059-processed-gene-0.58-mRNA-1	snap_masked-PdomSCFr1.1-0059-processed-gene-0.58	snap	0.22	1	0.45	no
p12a	snap_masked-PdomSCFr1.1-0059-processed-gene-0.84-mRNA-1	snap_masked-PdomSCFr1.1-0059-processed-gene-0.84	snap	0.86	0	0	yes
p12a	snap_masked-PdomSCFr1.1-0060-processed-gene-0.126-mRNA-1	snap_masked-PdomSCFr1.1-0060-processed-gene-0.126	snap	0.05	1	0.94	no
p12a	snap_masked-PdomSCFr1.1-0060-processed-gene-0.185-mRNA-1	snap_masked-PdomSCFr1.1-0060-processed-gene-0.185	snap	0.81	0	0	yes
p12a	snap_masked-PdomSCFr1.1-0060-processed-gene-0.199-mRNA-1	snap_masked-PdomSCFr1.1-0060-processed-gene-0.199	snap	0.49	0	0	yes
p12a	snap_masked-PdomSCFr1.1-0060-processed-gene-0.213-mRNA-1	snap_masked-PdomSCFr1.1-0060-processed-gene-0.213	snap	0.19	0.91	0.63	no
p12a	snap_masked-PdomSCFr1.1-0060-processed-gene-0.214-mRNA-1	snap_masked-PdomSCFr1.1-0060-processed-gene-0.214	snap	0.03	0.94	0.88	no
p12a	snap_masked-PdomSCFr1.1-0060-processed-gene-0.216-mRNA-1	snap_masked-PdomSCFr1.1-0060-processed-gene-0.216	snap	0.41	0.42	0.26	no
p12a	snap_masked-PdomSCFr1.1-0060-processed-gene-0.218-mRNA-1	snap_masked-PdomSCFr1.1-0060-processed-gene-0.218	snap	0.20	0.98	0.29	no
p12a	snap_masked-PdomSCFr1.1-0060-processed-gene-0.220-mRNA-1	snap_masked-PdomSCFr1.1-0060-processed-gene-0.220	snap	0.79	0.25	0.12	no
p12a	snap_masked-PdomSCFr1.1-0060-processed-gene-0.234-mRNA-1	snap_masked-PdomSCFr1.1-0060-processed-gene-0.234	snap	0.02	1	0.99	no
p12a	snap_masked-PdomSCFr1.1-0060-processed-gene-0.235-mRNA-1	snap_masked-PdomSCFr1.1-0060-processed-gene-0.235	snap	0.08	1	0.75	no
p12a	snap_masked-PdomSCFr1.1-0060-processed-gene-0.327-mRNA-1	snap_masked-PdomSCFr1.1-0060-processed-gene-0.327	snap	0.88	0.12	0.04	yes
p12a	snap_masked-PdomSCFr1.1-0061-processed-gene-0.165-mRNA-1	snap_masked-PdomSCFr1.1-0061-processed-gene-0.165	snap	0.21	1	0.9	no
p12a	snap_masked-PdomSCFr1.1-0061-processed-gene-0.179-mRNA-1	snap_masked-PdomSCFr1.1-0061-processed-gene-0.179	snap	0.21	0	0	yes
p12a	snap_masked-PdomSCFr1.1-0061-processed-gene-0.229-mRNA-1	snap_masked-PdomSCFr1.1-0061-processed-gene-0.229	snap	0.76	0.79	0.24	yes
p12a	snap_masked-PdomSCFr1.1-0061-processed-gene-0.231-mRNA-1	snap_masked-PdomSCFr1.1-0061-processed-gene-0.231	snap	0.33	1	0.9	no
p12a	snap_masked-PdomSCFr1.1-0061-processed-gene-0.290-mRNA-1	snap_masked-PdomSCFr1.1-0061-processed-gene-0.290	snap	0.75	0	0	yes
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.368-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.368	snap	0.07	1	0.3	yes
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.374-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.374	snap	0.76	0.45	0.13	yes
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.427-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.427	snap	0.06	0.96	0.54	no
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.438-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.438	snap	0.96	0.46	0.14	yes
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.443-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.443	snap	0.99	0.07	0.02	yes
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.444-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.444	snap	0.61	0.19	0.06	no
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.445-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.445	snap	0.86	0.56	0.17	no
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.446-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.446	snap	0.78	0.65	0.19	no
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.461-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.461	snap	0.11	0.83	0.25	no
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.468-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.468	snap	0.94	0	0	no
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.479-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.479	snap	0.37	0	0	yes
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.534-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.534	snap	0.02	1	0.7	no
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.536-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.536	snap	0.28	1	0.57	no
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.540-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.540	snap	0.21	0.94	0.74	no
p12a	snap_masked-PdomSCFr1.1-0062-processed-gene-0.541-mRNA-1	snap_masked-PdomSCFr1.1-0062-processed-gene-0.541	snap	0.04	1	0.95	no
p12a	snap_masked-PdomSCFr1.1-0063-processed-gene-0.164-mRNA-1	snap_masked-PdomSCFr1.1-0063-processed-gene-0.164	snap	0.09	1	0.7	no
p12a	snap_masked-PdomSCFr1.1-0063-processed-gene-0.167-mRNA-1	snap_masked-PdomSCFr1.1-0063-processed-gene-0.167	snap	0.05	0.95	0.28	no
p12a	snap_masked-PdomSCFr1.1-0063-processed-gene-0.181-mRNA-1	snap_masked-PdomSCFr1.1-0063-processed-gene-0.181	snap	0.91	0.5	0.15	no
p12a	snap_masked-PdomSCFr1.1-0063-processed-gene-0.250-mRNA-1	snap_masked-PdomSCFr1.1-0063-processed-gene-0.250	snap	0.49	0.02	0.01	no
p12a	snap_masked-PdomSCFr1.1-0063-processed-gene-0.251-mRNA-1	snap_masked-PdomSCFr1.1-0063-processed-gene-0.251	snap	0.66	0.1	0.03	no
p12a	snap_masked-PdomSCFr1.1-0063-processed-gene-0.328-mRNA-1	snap_masked-PdomSCFr1.1-0063-processed-gene-0.328	snap	0.93	0	0	yes
p12a	snap_masked-PdomSCFr1.1-0063-processed-gene-0.338-mRNA-1	snap_masked-PdomSCFr1.1-0063-processed-gene-0.338	snap	0.23	0	0	yes
p12a	snap_masked-PdomSCFr1.1-0064-processed-gene-0.172-mRNA-1	snap_masked-PdomSCFr1.1-0064-processed-gene-0.172	snap	0.31	0.64	0.24	no
p12a	snap_masked-PdomSCFr1.1-0064-processed-gene-0.229-mRNA-1	snap_masked-PdomSCFr1.1-0064-processed-gene-0.229	snap	0.50	0.59	0.18	no
p12a	snap_masked-PdomSCFr1.1-0064-processed-gene-0.267-mRNA-1	snap_masked-PdomSCFr1.1-0064-processed-gene-0.267	snap	0.93	0.51	0.15	yes
p12a	snap_masked-PdomSCFr1.1-0064-processed-gene-0.343-mRNA-1	snap_masked-PdomSCFr1.1-0064-processed-gene-0.343	snap	0.92	0.45	0.14	no
p12a	snap_masked-PdomSCFr1.1-0064-processed-gene-0.368-mRNA-1	snap_masked-PdomSCFr1.1-0064-processed-gene-0.368	snap	0.78	0.86	0.26	no
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.148-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.148	snap	0.10	1	0.78	no
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.151-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.151	snap	0.17	1	0.97	no
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.173-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.173	snap	0.41	0.75	0.43	no
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.197-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.197	snap	0.37	1	0.65	no
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.203-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.203	snap	0.00	1	0.95	no
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.250-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.250	snap	0.51	0.78	0.23	yes
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.294-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.294	snap	0.91	0.3	0.09	yes
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.304-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.304	snap	0.98	0.03	0.01	yes
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.306-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.306	snap	0.08	1	0.65	no
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.309-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.309	snap	0.17	0.98	0.9	no
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.316-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.316	snap	0.11	0.69	0.21	no
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.338-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.338	snap	0.03	0.99	0.75	no
p12a	snap_masked-PdomSCFr1.1-0065-processed-gene-0.359-mRNA-1	snap_masked-PdomSCFr1.1-0065-processed-gene-0.359	snap	0.66	0.31	0.09	no
p12a	snap_masked-PdomSCFr1.1-0066-processed-gene-0.320-mRNA-1	snap_masked-PdomSCFr1.1-0066-processed-gene-0.320	snap	0.06	0.99	0.7	no
p12a	snap_masked-PdomSCFr1.1-0066-processed-gene-0.455-mRNA-1	snap_masked-PdomSCFr1.1-0066-processed-gene-0.455	snap	0.50	0	0	no
p12a	snap_masked-PdomSCFr1.1-0066-processed-gene-0.456-mRNA-1	snap_masked-PdomSCFr1.1-0066-processed-gene-0.456	snap	0.67	0	0	no
p12a	snap_masked-PdomSCFr1.1-0066-processed-gene-0.461-mRNA-1	snap_masked-PdomSCFr1.1-0066-processed-gene-0.461	snap	0.81	0.24	0.07	yes
p12a	snap_masked-PdomSCFr1.1-0066-processed-gene-0.473-mRNA-1	snap_masked-PdomSCFr1.1-0066-processed-gene-0.473	snap	0.79	1	0.6	no
